# Assembly name:  EquCab2.0
# Organism name:  Equus caballus (horse)
# Infraspecific name:  breed=thoroughbred
# Isolate:  Twilight
# Sex:  female
# Taxid:          9796
# BioSample:      SAMN02953672
# BioProject:     PRJNA18661
# Submitter:      The Genome Assembly Team
# Date:           2007-10-29
# Synonyms:       equCab2	
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    AAWR02
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_000002305.1
# RefSeq assembly accession: GCF_000002305.2
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000000165.1	GCF_000000165.1	Primary Assembly
## 	GCF_000215765.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
scaffold_7607	unplaced-scaffold	na	na	AAWR02053143.1	=	NW_001874704.1	Primary Assembly	3273	na
scaffold_7608	unplaced-scaffold	na	na	AAWR02053144.1	=	NW_001874705.1	Primary Assembly	3273	na
scaffold_7609	unplaced-scaffold	na	na	AAWR02053145.1	=	NW_001874707.1	Primary Assembly	3273	na
scaffold_7610	unplaced-scaffold	na	na	AAWR02053146.1	=	NW_001874708.1	Primary Assembly	3273	na
scaffold_7611	unplaced-scaffold	na	na	AAWR02053147.1	=	NW_001874709.1	Primary Assembly	3273	na
scaffold_7612	unplaced-scaffold	na	na	AAWR02053148.1	=	NW_001874710.1	Primary Assembly	3272	na
scaffold_7613	unplaced-scaffold	na	na	AAWR02053149.1	=	NW_001874711.1	Primary Assembly	3272	na
scaffold_7614	unplaced-scaffold	na	na	AAWR02053150.1	=	NW_001874712.1	Primary Assembly	3272	na
scaffold_7615	unplaced-scaffold	na	na	AAWR02053151.1	=	NW_001874713.1	Primary Assembly	3272	na
scaffold_7616	unplaced-scaffold	na	na	AAWR02053152.1	=	NW_001874714.1	Primary Assembly	3272	na
scaffold_7617	unplaced-scaffold	na	na	AAWR02053153.1	=	NW_001874715.1	Primary Assembly	3272	na
scaffold_7618	unplaced-scaffold	na	na	AAWR02053154.1	=	NW_001874716.1	Primary Assembly	3272	na
scaffold_7619	unplaced-scaffold	na	na	AAWR02053155.1	=	NW_001874718.1	Primary Assembly	3271	na
scaffold_7620	unplaced-scaffold	na	na	AAWR02053156.1	=	NW_001874719.1	Primary Assembly	3271	na
scaffold_7621	unplaced-scaffold	na	na	AAWR02053157.1	=	NW_001874720.1	Primary Assembly	3271	na
scaffold_7622	unplaced-scaffold	na	na	AAWR02053158.1	=	NW_001874721.1	Primary Assembly	3271	na
scaffold_7623	unplaced-scaffold	na	na	AAWR02053159.1	=	NW_001874722.1	Primary Assembly	3271	na
scaffold_7624	unplaced-scaffold	na	na	AAWR02053160.1	=	NW_001874723.1	Primary Assembly	3271	na
scaffold_7625	unplaced-scaffold	na	na	AAWR02053161.1	=	NW_001874724.1	Primary Assembly	3271	na
scaffold_7626	unplaced-scaffold	na	na	AAWR02053162.1	=	NW_001874725.1	Primary Assembly	3271	na
scaffold_7627	unplaced-scaffold	na	na	AAWR02053163.1	=	NW_001874726.1	Primary Assembly	3270	na
scaffold_7628	unplaced-scaffold	na	na	AAWR02053164.1	=	NW_001874727.1	Primary Assembly	3270	na
scaffold_7630	unplaced-scaffold	na	na	AAWR02053167.1	=	NW_001874730.1	Primary Assembly	3270	na
scaffold_7631	unplaced-scaffold	na	na	AAWR02053168.1	=	NW_001874731.1	Primary Assembly	3270	na
scaffold_7632	unplaced-scaffold	na	na	AAWR02053169.1	=	NW_001874732.1	Primary Assembly	3270	na
scaffold_7633	unplaced-scaffold	na	na	AAWR02053170.1	=	NW_001874733.1	Primary Assembly	3270	na
scaffold_7634	unplaced-scaffold	na	na	AAWR02053171.1	=	NW_001874734.1	Primary Assembly	3270	na
scaffold_7635	unplaced-scaffold	na	na	AAWR02053172.1	=	NW_001874735.1	Primary Assembly	3270	na
scaffold_7636	unplaced-scaffold	na	na	AAWR02053173.1	=	NW_001874736.1	Primary Assembly	3270	na
scaffold_7637	unplaced-scaffold	na	na	AAWR02053174.1	=	NW_001874737.1	Primary Assembly	3270	na
scaffold_7638	unplaced-scaffold	na	na	AAWR02053175.1	=	NW_001874738.1	Primary Assembly	3269	na
scaffold_7639	unplaced-scaffold	na	na	AAWR02053176.1	=	NW_001874740.1	Primary Assembly	3269	na
scaffold_7640	unplaced-scaffold	na	na	AAWR02053177.1	=	NW_001874741.1	Primary Assembly	3269	na
scaffold_7641	unplaced-scaffold	na	na	AAWR02053178.1	=	NW_001874742.1	Primary Assembly	3269	na
scaffold_7642	unplaced-scaffold	na	na	AAWR02053179.1	=	NW_001874743.1	Primary Assembly	3269	na
scaffold_7643	unplaced-scaffold	na	na	AAWR02053180.1	=	NW_001874744.1	Primary Assembly	3268	na
scaffold_7644	unplaced-scaffold	na	na	AAWR02053181.1	=	NW_001874745.1	Primary Assembly	3268	na
scaffold_7645	unplaced-scaffold	na	na	AAWR02053182.1	=	NW_001874746.1	Primary Assembly	3268	na
scaffold_7646	unplaced-scaffold	na	na	AAWR02053183.1	=	NW_001874747.1	Primary Assembly	3268	na
scaffold_7647	unplaced-scaffold	na	na	AAWR02053184.1	=	NW_001874748.1	Primary Assembly	3268	na
scaffold_7649	unplaced-scaffold	na	na	AAWR02053187.1	=	NW_001874751.1	Primary Assembly	3268	na
scaffold_7650	unplaced-scaffold	na	na	AAWR02053188.1	=	NW_001874752.1	Primary Assembly	3268	na
scaffold_7652	unplaced-scaffold	na	na	AAWR02053191.1	=	NW_001874754.1	Primary Assembly	3268	na
scaffold_7653	unplaced-scaffold	na	na	AAWR02053192.1	=	NW_001874755.1	Primary Assembly	3268	na
scaffold_7654	unplaced-scaffold	na	na	AAWR02053193.1	=	NW_001874756.1	Primary Assembly	3268	na
scaffold_7655	unplaced-scaffold	na	na	AAWR02053194.1	=	NW_001874757.1	Primary Assembly	3268	na
scaffold_7656	unplaced-scaffold	na	na	AAWR02053195.1	=	NW_001874758.1	Primary Assembly	3268	na
scaffold_7657	unplaced-scaffold	na	na	AAWR02053196.1	=	NW_001874759.1	Primary Assembly	3268	na
scaffold_7658	unplaced-scaffold	na	na	AAWR02053197.1	=	NW_001874760.1	Primary Assembly	3268	na
scaffold_7659	unplaced-scaffold	na	na	AAWR02053198.1	=	NW_001874762.1	Primary Assembly	3267	na
scaffold_7660	unplaced-scaffold	na	na	AAWR02053199.1	=	NW_001874763.1	Primary Assembly	3266	na
scaffold_7661	unplaced-scaffold	na	na	AAWR02053200.1	=	NW_001874764.1	Primary Assembly	3266	na
scaffold_7662	unplaced-scaffold	na	na	AAWR02053201.1	=	NW_001874765.1	Primary Assembly	3266	na
scaffold_7663	unplaced-scaffold	na	na	AAWR02053202.1	=	NW_001874766.1	Primary Assembly	3266	na
scaffold_7664	unplaced-scaffold	na	na	AAWR02053203.1	=	NW_001874767.1	Primary Assembly	3266	na
scaffold_7666	unplaced-scaffold	na	na	AAWR02053206.1	=	NW_001874769.1	Primary Assembly	3265	na
scaffold_7667	unplaced-scaffold	na	na	AAWR02053207.1	=	NW_001874770.1	Primary Assembly	3265	na
scaffold_7668	unplaced-scaffold	na	na	AAWR02053208.1	=	NW_001874771.1	Primary Assembly	3265	na
scaffold_7669	unplaced-scaffold	na	na	AAWR02053209.1	=	NW_001874773.1	Primary Assembly	3265	na
scaffold_7671	unplaced-scaffold	na	na	AAWR02053212.1	=	NW_001874775.1	Primary Assembly	3264	na
scaffold_7672	unplaced-scaffold	na	na	AAWR02053213.1	=	NW_001874776.1	Primary Assembly	3264	na
scaffold_7673	unplaced-scaffold	na	na	AAWR02053214.1	=	NW_001874777.1	Primary Assembly	3264	na
scaffold_7674	unplaced-scaffold	na	na	AAWR02053215.1	=	NW_001874778.1	Primary Assembly	3264	na
scaffold_7675	unplaced-scaffold	na	na	AAWR02053216.1	=	NW_001874779.1	Primary Assembly	3263	na
scaffold_7676	unplaced-scaffold	na	na	AAWR02053217.1	=	NW_001874780.1	Primary Assembly	3263	na
scaffold_7677	unplaced-scaffold	na	na	AAWR02053218.1	=	NW_001874781.1	Primary Assembly	3263	na
scaffold_7678	unplaced-scaffold	na	na	AAWR02053219.1	=	NW_001874782.1	Primary Assembly	3262	na
scaffold_7679	unplaced-scaffold	na	na	AAWR02053220.1	=	NW_001874784.1	Primary Assembly	3262	na
scaffold_7680	unplaced-scaffold	na	na	AAWR02053221.1	=	NW_001874785.1	Primary Assembly	3262	na
scaffold_7681	unplaced-scaffold	na	na	AAWR02053222.1	=	NW_001874786.1	Primary Assembly	3262	na
scaffold_7682	unplaced-scaffold	na	na	AAWR02053223.1	=	NW_001874787.1	Primary Assembly	3262	na
scaffold_7683	unplaced-scaffold	na	na	AAWR02053224.1	=	NW_001874788.1	Primary Assembly	3262	na
scaffold_7684	unplaced-scaffold	na	na	AAWR02053225.1	=	NW_001874789.1	Primary Assembly	3262	na
scaffold_7685	unplaced-scaffold	na	na	AAWR02053226.1	=	NW_001874790.1	Primary Assembly	3262	na
scaffold_7686	unplaced-scaffold	na	na	AAWR02053227.1	=	NW_001874791.1	Primary Assembly	3262	na
scaffold_7687	unplaced-scaffold	na	na	AAWR02053228.1	=	NW_001874792.1	Primary Assembly	3261	na
scaffold_7688	unplaced-scaffold	na	na	AAWR02053229.1	=	NW_001874793.1	Primary Assembly	3261	na
scaffold_7689	unplaced-scaffold	na	na	AAWR02053230.1	=	NW_001874795.1	Primary Assembly	3261	na
scaffold_7690	unplaced-scaffold	na	na	AAWR02053231.1	=	NW_001874796.1	Primary Assembly	3261	na
scaffold_7691	unplaced-scaffold	na	na	AAWR02053232.1	=	NW_001874797.1	Primary Assembly	3261	na
scaffold_7692	unplaced-scaffold	na	na	AAWR02053233.1	=	NW_001874798.1	Primary Assembly	3261	na
scaffold_7693	unplaced-scaffold	na	na	AAWR02053234.1	=	NW_001874799.1	Primary Assembly	3261	na
scaffold_7694	unplaced-scaffold	na	na	AAWR02053235.1	=	NW_001874800.1	Primary Assembly	3261	na
scaffold_7695	unplaced-scaffold	na	na	AAWR02053236.1	=	NW_001874801.1	Primary Assembly	3261	na
scaffold_7696	unplaced-scaffold	na	na	AAWR02053237.1	=	NW_001874802.1	Primary Assembly	3260	na
scaffold_7698	unplaced-scaffold	na	na	AAWR02053240.1	=	NW_001874804.1	Primary Assembly	3260	na
scaffold_7699	unplaced-scaffold	na	na	AAWR02053241.1	=	NW_001874806.1	Primary Assembly	3260	na
scaffold_7700	unplaced-scaffold	na	na	AAWR02053242.1	=	NW_001874807.1	Primary Assembly	3259	na
scaffold_7701	unplaced-scaffold	na	na	AAWR02053243.1	=	NW_001874808.1	Primary Assembly	3259	na
scaffold_7702	unplaced-scaffold	na	na	AAWR02053244.1	=	NW_001874809.1	Primary Assembly	3259	na
scaffold_7703	unplaced-scaffold	na	na	AAWR02053245.1	=	NW_001874810.1	Primary Assembly	3259	na
scaffold_7704	unplaced-scaffold	na	na	AAWR02053246.1	=	NW_001874811.1	Primary Assembly	3259	na
scaffold_7705	unplaced-scaffold	na	na	AAWR02053247.1	=	NW_001874812.1	Primary Assembly	3259	na
scaffold_7706	unplaced-scaffold	na	na	AAWR02053248.1	=	NW_001874813.1	Primary Assembly	3259	na
scaffold_7707	unplaced-scaffold	na	na	AAWR02053249.1	=	NW_001874814.1	Primary Assembly	3259	na
scaffold_7708	unplaced-scaffold	na	na	AAWR02053250.1	=	NW_001874815.1	Primary Assembly	3259	na
scaffold_7709	unplaced-scaffold	na	na	AAWR02053251.1	=	NW_001874817.1	Primary Assembly	3259	na
scaffold_7710	unplaced-scaffold	na	na	AAWR02053252.1	=	NW_001874818.1	Primary Assembly	3259	na
scaffold_7711	unplaced-scaffold	na	na	AAWR02053253.1	=	NW_001874819.1	Primary Assembly	3259	na
scaffold_7712	unplaced-scaffold	na	na	AAWR02053254.1	=	NW_001874820.1	Primary Assembly	3259	na
scaffold_7713	unplaced-scaffold	na	na	AAWR02053255.1	=	NW_001874821.1	Primary Assembly	3259	na
scaffold_7714	unplaced-scaffold	na	na	AAWR02053256.1	=	NW_001874822.1	Primary Assembly	3259	na
scaffold_7715	unplaced-scaffold	na	na	AAWR02053257.1	=	NW_001874823.1	Primary Assembly	3258	na
scaffold_7716	unplaced-scaffold	na	na	AAWR02053258.1	=	NW_001874824.1	Primary Assembly	3258	na
scaffold_7717	unplaced-scaffold	na	na	AAWR02053259.1	=	NW_001874825.1	Primary Assembly	3258	na
scaffold_7719	unplaced-scaffold	na	na	AAWR02053262.1	=	NW_001874828.1	Primary Assembly	3258	na
scaffold_7720	unplaced-scaffold	na	na	AAWR02053263.1	=	NW_001874829.1	Primary Assembly	3258	na
scaffold_7721	unplaced-scaffold	na	na	AAWR02053264.1	=	NW_001874830.1	Primary Assembly	3258	na
scaffold_7722	unplaced-scaffold	na	na	AAWR02053265.1	=	NW_001874831.1	Primary Assembly	3257	na
scaffold_7723	unplaced-scaffold	na	na	AAWR02053266.1	=	NW_001874832.1	Primary Assembly	3257	na
scaffold_7724	unplaced-scaffold	na	na	AAWR02053267.1	=	NW_001874833.1	Primary Assembly	3257	na
scaffold_7725	unplaced-scaffold	na	na	AAWR02053268.1	=	NW_001874834.1	Primary Assembly	3257	na
scaffold_7726	unplaced-scaffold	na	na	AAWR02053269.1	=	NW_001874835.1	Primary Assembly	3257	na
scaffold_7727	unplaced-scaffold	na	na	AAWR02053270.1	=	NW_001874836.1	Primary Assembly	3256	na
scaffold_7728	unplaced-scaffold	na	na	AAWR02053271.1	=	NW_001874837.1	Primary Assembly	3256	na
scaffold_7729	unplaced-scaffold	na	na	AAWR02053272.1	=	NW_001874839.1	Primary Assembly	3256	na
scaffold_7730	unplaced-scaffold	na	na	AAWR02053273.1	=	NW_001874840.1	Primary Assembly	3256	na
scaffold_7731	unplaced-scaffold	na	na	AAWR02053274.1	=	NW_001874841.1	Primary Assembly	3255	na
scaffold_7732	unplaced-scaffold	na	na	AAWR02053275.1	=	NW_001874842.1	Primary Assembly	3255	na
scaffold_7733	unplaced-scaffold	na	na	AAWR02053276.1	=	NW_001874843.1	Primary Assembly	3255	na
scaffold_7734	unplaced-scaffold	na	na	AAWR02053277.1	=	NW_001874844.1	Primary Assembly	3255	na
scaffold_7735	unplaced-scaffold	na	na	AAWR02053278.1	=	NW_001874845.1	Primary Assembly	3254	na
scaffold_7736	unplaced-scaffold	na	na	AAWR02053279.1	=	NW_001874846.1	Primary Assembly	3254	na
scaffold_7737	unplaced-scaffold	na	na	AAWR02053280.1	=	NW_001874847.1	Primary Assembly	3254	na
scaffold_7738	unplaced-scaffold	na	na	AAWR02053281.1	=	NW_001874848.1	Primary Assembly	3253	na
scaffold_7739	unplaced-scaffold	na	na	AAWR02053282.1	=	NW_001874850.1	Primary Assembly	3253	na
scaffold_7740	unplaced-scaffold	na	na	AAWR02053283.1	=	NW_001874851.1	Primary Assembly	3253	na
scaffold_7741	unplaced-scaffold	na	na	AAWR02053284.1	=	NW_001874852.1	Primary Assembly	3253	na
scaffold_7742	unplaced-scaffold	na	na	AAWR02053285.1	=	NW_001874853.1	Primary Assembly	3253	na
scaffold_7745	unplaced-scaffold	na	na	AAWR02053290.1	=	NW_001874856.1	Primary Assembly	3253	na
scaffold_7746	unplaced-scaffold	na	na	AAWR02053291.1	=	NW_001874857.1	Primary Assembly	3253	na
scaffold_7747	unplaced-scaffold	na	na	AAWR02053292.1	=	NW_001874858.1	Primary Assembly	3253	na
scaffold_7748	unplaced-scaffold	na	na	AAWR02053293.1	=	NW_001874859.1	Primary Assembly	3253	na
scaffold_7749	unplaced-scaffold	na	na	AAWR02053294.1	=	NW_001874861.1	Primary Assembly	3252	na
scaffold_7750	unplaced-scaffold	na	na	AAWR02053295.1	=	NW_001874862.1	Primary Assembly	3252	na
scaffold_7751	unplaced-scaffold	na	na	AAWR02053296.1	=	NW_001874863.1	Primary Assembly	3252	na
scaffold_7752	unplaced-scaffold	na	na	AAWR02053297.1	=	NW_001874864.1	Primary Assembly	3252	na
scaffold_7753	unplaced-scaffold	na	na	AAWR02053298.1	=	NW_001874865.1	Primary Assembly	3252	na
scaffold_7754	unplaced-scaffold	na	na	AAWR02053299.1	=	NW_001874866.1	Primary Assembly	3251	na
scaffold_7755	unplaced-scaffold	na	na	AAWR02053300.1	=	NW_001874867.1	Primary Assembly	3251	na
scaffold_7756	unplaced-scaffold	na	na	AAWR02053301.1	=	NW_001874868.1	Primary Assembly	3251	na
scaffold_7757	unplaced-scaffold	na	na	AAWR02053302.1	=	NW_001874869.1	Primary Assembly	3250	na
scaffold_7758	unplaced-scaffold	na	na	AAWR02053303.1	=	NW_001874870.1	Primary Assembly	3250	na
scaffold_7759	unplaced-scaffold	na	na	AAWR02053304.1	=	NW_001874872.1	Primary Assembly	3250	na
scaffold_7760	unplaced-scaffold	na	na	AAWR02053305.1	=	NW_001874873.1	Primary Assembly	3250	na
scaffold_7761	unplaced-scaffold	na	na	AAWR02053306.1	=	NW_001874874.1	Primary Assembly	3250	na
scaffold_7762	unplaced-scaffold	na	na	AAWR02053307.1	=	NW_001874875.1	Primary Assembly	3250	na
scaffold_7763	unplaced-scaffold	na	na	AAWR02053308.1	=	NW_001874876.1	Primary Assembly	3250	na
scaffold_7764	unplaced-scaffold	na	na	AAWR02053309.1	=	NW_001874877.1	Primary Assembly	3249	na
scaffold_7765	unplaced-scaffold	na	na	AAWR02053310.1	=	NW_001874878.1	Primary Assembly	3249	na
scaffold_7766	unplaced-scaffold	na	na	AAWR02053311.1	=	NW_001874879.1	Primary Assembly	3249	na
scaffold_7767	unplaced-scaffold	na	na	AAWR02053312.1	=	NW_001874880.1	Primary Assembly	3249	na
scaffold_7768	unplaced-scaffold	na	na	AAWR02053313.1	=	NW_001874881.1	Primary Assembly	3249	na
scaffold_7769	unplaced-scaffold	na	na	AAWR02053314.1	=	NW_001874883.1	Primary Assembly	3248	na
scaffold_7770	unplaced-scaffold	na	na	AAWR02053315.1	=	NW_001874884.1	Primary Assembly	3248	na
scaffold_7771	unplaced-scaffold	na	na	AAWR02053316.1	=	NW_001874885.1	Primary Assembly	3248	na
scaffold_7772	unplaced-scaffold	na	na	AAWR02053317.1	=	NW_001874886.1	Primary Assembly	3248	na
scaffold_7774	unplaced-scaffold	na	na	AAWR02053320.1	=	NW_001874888.1	Primary Assembly	3247	na
scaffold_7775	unplaced-scaffold	na	na	AAWR02053321.1	=	NW_001874889.1	Primary Assembly	3247	na
scaffold_7776	unplaced-scaffold	na	na	AAWR02053322.1	=	NW_001874890.1	Primary Assembly	3247	na
scaffold_7777	unplaced-scaffold	na	na	AAWR02053323.1	=	NW_001874891.1	Primary Assembly	3247	na
scaffold_7778	unplaced-scaffold	na	na	AAWR02053324.1	=	NW_001874892.1	Primary Assembly	3247	na
scaffold_7779	unplaced-scaffold	na	na	AAWR02053325.1	=	NW_001874894.1	Primary Assembly	3247	na
scaffold_7780	unplaced-scaffold	na	na	AAWR02053326.1	=	NW_001874895.1	Primary Assembly	3246	na
scaffold_7782	unplaced-scaffold	na	na	AAWR02053329.1	=	NW_001874897.1	Primary Assembly	3246	na
scaffold_7783	unplaced-scaffold	na	na	AAWR02053330.1	=	NW_001874898.1	Primary Assembly	3246	na
scaffold_7784	unplaced-scaffold	na	na	AAWR02053331.1	=	NW_001874899.1	Primary Assembly	3246	na
scaffold_7785	unplaced-scaffold	na	na	AAWR02053332.1	=	NW_001874900.1	Primary Assembly	3246	na
scaffold_7786	unplaced-scaffold	na	na	AAWR02053333.1	=	NW_001874901.1	Primary Assembly	3246	na
scaffold_7787	unplaced-scaffold	na	na	AAWR02053334.1	=	NW_001874902.1	Primary Assembly	3246	na
scaffold_7788	unplaced-scaffold	na	na	AAWR02053335.1	=	NW_001874903.1	Primary Assembly	3245	na
scaffold_7789	unplaced-scaffold	na	na	AAWR02053336.1	=	NW_001874905.1	Primary Assembly	3245	na
scaffold_7790	unplaced-scaffold	na	na	AAWR02053337.1	=	NW_001874906.1	Primary Assembly	3245	na
scaffold_7791	unplaced-scaffold	na	na	AAWR02053338.1	=	NW_001874907.1	Primary Assembly	3244	na
scaffold_7792	unplaced-scaffold	na	na	AAWR02053339.1	=	NW_001874908.1	Primary Assembly	3244	na
scaffold_7793	unplaced-scaffold	na	na	AAWR02053340.1	=	NW_001874909.1	Primary Assembly	3244	na
scaffold_7794	unplaced-scaffold	na	na	AAWR02053341.1	=	NW_001874910.1	Primary Assembly	3244	na
scaffold_7795	unplaced-scaffold	na	na	AAWR02053342.1	=	NW_001874911.1	Primary Assembly	3244	na
scaffold_7796	unplaced-scaffold	na	na	AAWR02053343.1	=	NW_001874912.1	Primary Assembly	3243	na
scaffold_7797	unplaced-scaffold	na	na	AAWR02053344.1	=	NW_001874913.1	Primary Assembly	3243	na
scaffold_7798	unplaced-scaffold	na	na	AAWR02053345.1	=	NW_001874914.1	Primary Assembly	3243	na
scaffold_7799	unplaced-scaffold	na	na	AAWR02053346.1	=	NW_001874916.1	Primary Assembly	3243	na
scaffold_7800	unplaced-scaffold	na	na	AAWR02053347.1	=	NW_001874917.1	Primary Assembly	3243	na
scaffold_7801	unplaced-scaffold	na	na	AAWR02053348.1	=	NW_001874918.1	Primary Assembly	3243	na
scaffold_7802	unplaced-scaffold	na	na	AAWR02053349.1	=	NW_001874919.1	Primary Assembly	3243	na
scaffold_7803	unplaced-scaffold	na	na	AAWR02053350.1	=	NW_001874920.1	Primary Assembly	3243	na
scaffold_7804	unplaced-scaffold	na	na	AAWR02053351.1	=	NW_001874921.1	Primary Assembly	3242	na
scaffold_7805	unplaced-scaffold	na	na	AAWR02053352.1	=	NW_001874922.1	Primary Assembly	3242	na
scaffold_7806	unplaced-scaffold	na	na	AAWR02053353.1	=	NW_001874923.1	Primary Assembly	3242	na
scaffold_7807	unplaced-scaffold	na	na	AAWR02053354.1	=	NW_001874924.1	Primary Assembly	3242	na
scaffold_7808	unplaced-scaffold	na	na	AAWR02053355.1	=	NW_001874925.1	Primary Assembly	3242	na
scaffold_7809	unplaced-scaffold	na	na	AAWR02053356.1	=	NW_001874927.1	Primary Assembly	3242	na
scaffold_7810	unplaced-scaffold	na	na	AAWR02053357.1	=	NW_001874928.1	Primary Assembly	3242	na
scaffold_7811	unplaced-scaffold	na	na	AAWR02053358.1	=	NW_001874929.1	Primary Assembly	3241	na
scaffold_7812	unplaced-scaffold	na	na	AAWR02053359.1	=	NW_001874930.1	Primary Assembly	3241	na
scaffold_7813	unplaced-scaffold	na	na	AAWR02053360.1	=	NW_001874931.1	Primary Assembly	3241	na
scaffold_7814	unplaced-scaffold	na	na	AAWR02053361.1	=	NW_001874932.1	Primary Assembly	3241	na
scaffold_7815	unplaced-scaffold	na	na	AAWR02053362.1	=	NW_001874933.1	Primary Assembly	3241	na
scaffold_7816	unplaced-scaffold	na	na	AAWR02053363.1	=	NW_001874934.1	Primary Assembly	3241	na
scaffold_7817	unplaced-scaffold	na	na	AAWR02053364.1	=	NW_001874935.1	Primary Assembly	3240	na
scaffold_7818	unplaced-scaffold	na	na	AAWR02053365.1	=	NW_001874936.1	Primary Assembly	3240	na
scaffold_7819	unplaced-scaffold	na	na	AAWR02053366.1	=	NW_001874938.1	Primary Assembly	3240	na
scaffold_7820	unplaced-scaffold	na	na	AAWR02053367.1	=	NW_001874939.1	Primary Assembly	3240	na
scaffold_7821	unplaced-scaffold	na	na	AAWR02053368.1	=	NW_001874940.1	Primary Assembly	3239	na
scaffold_7822	unplaced-scaffold	na	na	AAWR02053369.1	=	NW_001874941.1	Primary Assembly	3239	na
scaffold_7823	unplaced-scaffold	na	na	AAWR02053370.1	=	NW_001874942.1	Primary Assembly	3239	na
scaffold_7824	unplaced-scaffold	na	na	AAWR02053371.1	=	NW_001874943.1	Primary Assembly	3239	na
scaffold_7825	unplaced-scaffold	na	na	AAWR02053372.1	=	NW_001874944.1	Primary Assembly	3239	na
scaffold_7826	unplaced-scaffold	na	na	AAWR02053373.1	=	NW_001874945.1	Primary Assembly	3239	na
scaffold_7827	unplaced-scaffold	na	na	AAWR02053374.1	=	NW_001874946.1	Primary Assembly	3238	na
scaffold_7828	unplaced-scaffold	na	na	AAWR02053375.1	=	NW_001874947.1	Primary Assembly	3238	na
scaffold_7829	unplaced-scaffold	na	na	AAWR02053376.1	=	NW_001874949.1	Primary Assembly	3238	na
scaffold_7830	unplaced-scaffold	na	na	AAWR02053377.1	=	NW_001874950.1	Primary Assembly	3238	na
scaffold_7831	unplaced-scaffold	na	na	AAWR02053378.1	=	NW_001874951.1	Primary Assembly	3238	na
scaffold_7832	unplaced-scaffold	na	na	AAWR02053379.1	=	NW_001874952.1	Primary Assembly	3238	na
scaffold_7833	unplaced-scaffold	na	na	AAWR02053380.1	=	NW_001874953.1	Primary Assembly	3237	na
scaffold_7834	unplaced-scaffold	na	na	AAWR02053381.1	=	NW_001874954.1	Primary Assembly	3237	na
scaffold_7835	unplaced-scaffold	na	na	AAWR02053382.1	=	NW_001874955.1	Primary Assembly	3236	na
scaffold_7836	unplaced-scaffold	na	na	AAWR02053383.1	=	NW_001874956.1	Primary Assembly	3236	na
scaffold_7837	unplaced-scaffold	na	na	AAWR02053384.1	=	NW_001874957.1	Primary Assembly	3236	na
scaffold_7838	unplaced-scaffold	na	na	AAWR02053385.1	=	NW_001874958.1	Primary Assembly	3236	na
scaffold_7839	unplaced-scaffold	na	na	AAWR02053386.1	=	NW_001874960.1	Primary Assembly	3235	na
scaffold_7840	unplaced-scaffold	na	na	AAWR02053387.1	=	NW_001874961.1	Primary Assembly	3235	na
scaffold_7841	unplaced-scaffold	na	na	AAWR02053388.1	=	NW_001874962.1	Primary Assembly	3235	na
scaffold_7842	unplaced-scaffold	na	na	AAWR02053389.1	=	NW_001874963.1	Primary Assembly	3235	na
scaffold_7843	unplaced-scaffold	na	na	AAWR02053390.1	=	NW_001874964.1	Primary Assembly	3234	na
scaffold_7844	unplaced-scaffold	na	na	AAWR02053391.1	=	NW_001874965.1	Primary Assembly	3234	na
scaffold_7845	unplaced-scaffold	na	na	AAWR02053392.1	=	NW_001874966.1	Primary Assembly	3234	na
scaffold_7846	unplaced-scaffold	na	na	AAWR02053393.1	=	NW_001874967.1	Primary Assembly	3234	na
scaffold_7847	unplaced-scaffold	na	na	AAWR02053394.1	=	NW_001874968.1	Primary Assembly	3234	na
